who	O
play	O
luke	B-character.name
on	O
star	B-movie.name
war	I-movie.name
new	I-movie.name
hope	I-movie.name

show	O
credit	O
for	O
the	B-movie.name
godfather	I-movie.name

who	O
be	O
the	O
main	O
actor	O
in	O
the	B-movie.name
exorcist	I-movie.name

find	O
the	O
female	O
actress	O
from	O
the	O
movie	O
she	B-movie.name
be	I-movie.name
the	I-movie.name
man	I-movie.name

who	O
play	O
dory	B-character.name
on	O
find	B-movie.name
nemo	I-movie.name

who	O
be	O
the	O
female	O
lead	O
in	O
resident	B-movie.name
evil	I-movie.name

who	O
play	O
guido	B-character.name
in	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

who	O
be	O
the	O
co-star	O
in	O
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name

find	O
the	O
guy	O
who	O
play	O
charlie	B-character.name
on	O
charlie	B-movie.name
's	I-movie.name
angel	I-movie.name

cast	O
and	O
crew	O
of	O
movie	O
the	B-movie.name
campaign	I-movie.name

cast	O
and	O
crew	O
of	O
the	B-movie.name
campaign	I-movie.name

who	O
play	O
in	O
the	O
movie	O
the	B-movie.name
campaign	I-movie.name

who	O
star	O
in	O
the	B-movie.name
campaign	I-movie.name

who	O
be	O
the	O
crew	O
for	O
the	B-movie.name
campaign	I-movie.name

who	O
be	O
the	O
lead	O
man	O
in	O
taxi	B-movie.name
driver	I-movie.name

star	O
of	O
twilight	B-movie.name

who	O
star	O
in	O
vulgaria	B-movie.name

what	O
be	O
the	O
name	O
of	O
female	O
actor	O
who	O
play	O
in	O
lose	B-movie.name

can	O
i	O
see	O
the	O
set	O
list	O
and	O
cast	O
for	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

cast	O
and	O
crew	O
of	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

show	O
cast	O
and	O
crew	O
for	O
the	O
movie	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

what	O
be	O
the	O
cast	O
for	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

who	O
play	O
in	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

who	O
play	O
in	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

who	O
be	O
in	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

who	O
be	O
Roberto	B-actor.name
Benigni	I-actor.name
's	O
costar	O
on	O
life	B-movie.name
be	I-movie.name
beautiful	I-movie.name

i	O
be	O
look	O
for	O
the	O
actor	O
that	O
play	O
in	O
pretty	B-movie.name
woman	I-movie.name

star	O
of	O
troy	B-movie.name

who	O
play	O
robin	B-character.name
in	O
batman	B-movie.name
forever	I-movie.name

find	O
the	O
male	O
actor	O
from	O
dirty	B-movie.name
harry	I-movie.name

show	O
me	O
the	O
actor	O
of	O
the	O
ranam	B-movie.name

rocky	B-movie.name
actor	O

what	O
actor	O
play	O
in	O
the	B-movie.name
amazing	I-movie.name
spider	I-movie.name
man	I-movie.name

who	O
be	O
the	O
actor	O
in	O
captain	B-movie.name
america	I-movie.name

who	O
star	O
in	O
captain	B-movie.name
america	I-movie.name

who	O
be	O
in	O
the	O
movie	O
captain	B-movie.name
america	I-movie.name

who	O
be	O
the	O
cast	O
member	O
